FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,AveMonthSpend,BikeBuyer,AgeGroup,log_AveMonthSpend,log_Age,log_YearlyIncome
Diane,Serrano,378 Milburn Dr,Seaford,Victoria,Australia,3198,1 (11) 500 555-0197,1/27/1949,Partial High School,Clerical,F,M,1,2,1,2,26363,48,48,0,45-55,3.871201011,3.871201011,10.17971679
Louis,Zhu,4691 Frisbie Court,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0158,6/21/1951,High School,Skilled Manual,M,M,0,2,0,3,47499,46,75,0,45-55,4.317488114,3.828641396,10.76846394
Jarrod,Weber,4364 Chelsea,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0170,3/5/1952,High School,Skilled Manual,M,M,0,2,0,3,54994,45,76,0,25-45,4.33073334,3.80666249,10.91497937
Arturo,Chande,7939 Bayview Court,Findon,South Australia,Australia,5023,1 (11) 500 555-0148,6/17/1952,Partial College,Skilled Manual,M,M,0,2,0,2,58632,45,67,0,25-45,4.204692619,3.80666249,10.9790359
Misty,Deng,9437 Cambridge Dr.,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0114,4/10/1971,Partial College,Clerical,F,S,1,1,2,2,58183,26,56,1,25-45,4.025351691,3.258096538,10.97134849
Spencer,Jenkins,5341 Arnold Dr.,Leeds,England,United Kingdom,LE18,1 (11) 500 555-0118,8/21/1971,Partial College,Clerical,M,S,1,2,2,2,57460,26,88,0,25-45,4.477336814,3.258096538,10.95884433
Dana,Carlson,4749 Blackwood Drive,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0148,10/23/1971,Partial College,Clerical,F,S,1,2,2,2,27347,26,50,1,25-45,3.912023005,3.258096538,10.21636211
Desiree,Carlson,8548 Dewing Ave.,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0161,6/25/1971,Partial College,Clerical,F,S,1,2,2,2,60941,26,63,1,25-45,4.143134726,3.258096538,11.01766146
Austin,Coleman,3563 Mulberry,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0167,7/15/1970,Partial College,Clerical,M,S,1,2,2,2,44981,27,85,0,25-45,4.442651256,3.295836866,10.71399546
Lauren,Richardson,7185 St George Dr,Oak Bay,British Columbia,Canada,V8P,482-555-0132,7/8/1975,Partial College,Clerical,F,S,1,0,3,3,42788,22,65,1,Under 25,4.17438727,3.091042453,10.66401297
Ariana,Morgan,1172 Lunar Lane,West Covina,California,United States,91791,318-555-0120,8/20/1975,Partial College,Clerical,F,S,1,0,3,3,50196,22,65,1,Under 25,4.17438727,3.091042453,10.82369062
Brandi,Ortega,4684 Ptarmigan Drive,Bellflower,California,United States,90706,157-555-0139,1/11/1974,Partial College,Clerical,F,S,1,2,3,3,55857,23,69,1,Under 25,4.234106505,3.135494216,10.93055013
Timothy,Hill,4348 Donaleen Ct.,Langley,British Columbia,Canada,V3A 4R2,904-555-0157,4/11/1974,Partial College,Clerical,M,S,1,2,3,3,40342,23,97,1,Under 25,4.574710979,3.135494216,10.60514839
Fernando,Clark,4782 Dewing Avenue,Salem,Oregon,United States,97301,780-555-0133,2/27/1974,Graduate Degree,Skilled Manual,M,M,1,0,0,0,67907,23,76,0,Under 25,4.33073334,3.135494216,11.1258944
Fernando,Long,4683 Buchanan Pl.,Lincoln Acres,California,United States,91950,129-555-0146,2/10/1974,Graduate Degree,Skilled Manual,M,M,1,0,0,0,88672,23,80,0,Under 25,4.382026635,3.135494216,11.39269945
Nicole,Sanchez,1874 Royal Links Circle,Cliffside,British Columbia,Canada,V8Y 1L1,954-555-0133,8/27/1975,Partial College,Clerical,F,S,1,2,3,3,40754,22,63,0,Under 25,4.143134726,3.091042453,10.61530927
Alyssa,Foster,9659 Walnut Blvd,Metchosin,British Columbia,Canada,V9,470-555-0136,12/28/1975,Partial College,Clerical,F,S,1,2,3,3,54222,22,68,0,Under 25,4.219507705,3.091042453,10.90084201
Nathan,Anderson,1739 Breaker Dr.,Burbank,California,United States,91502,160-555-0110,3/9/1931,Graduate Degree,Skilled Manual,M,M,1,1,0,1,64336,66,61,0,Over 55,4.110873864,4.189654742,11.07187463
Steven,Brooks,3585 Holly Oak Dr.,Shawnee,British Columbia,Canada,V8Z 4N5,178-555-0184,7/14/1966,Graduate Degree,Skilled Manual,M,S,0,0,0,0,120172,31,79,1,25-45,4.369447852,3.433987204,11.69667933
Marcus,Murphy,642 Camby Rd.,Olympia,Washington,United States,98501,893-555-0161,3/3/1966,Graduate Degree,Skilled Manual,M,M,0,0,0,0,111598,31,85,0,25-45,4.442651256,3.433987204,11.62265841
Andrea,Richardson,1221 Foxhill Dr,Berkeley,California,United States,94704,854-555-0190,11/26/1966,Graduate Degree,Skilled Manual,F,S,1,0,0,0,92503,31,50,0,25-45,3.912023005,3.433987204,11.43499636
Jessica,Ross,9302 Veracruz,Spring Valley,California,United States,91977,398-555-0199,4/10/1953,Bachelors ,Skilled Manual,F,M,1,1,0,1,51805,44,47,0,25-45,3.850147602,3.784189634,10.85524195
Eric,Griffin,9127 Pinnacle Drive,Bremerton,Washington,United States,98312,921-555-0181,11/10/1953,Bachelors ,Skilled Manual,M,M,1,1,0,1,51403,44,76,0,25-45,4.33073334,3.784189634,10.84745182
Kathryn,Nara,6899 Pembroke Dr.,Berkeley,California,United States,94704,202-555-0124,10/21/1953,Bachelors ,Skilled Manual,F,M,1,1,0,1,45960,44,38,0,25-45,3.63758616,3.784189634,10.73552673
Kristi,Torres,6866 Big Canyon Rd.,Chula Vista,California,United States,91910,795-555-0199,4/5/1953,Bachelors ,Skilled Manual,F,M,1,1,0,1,65676,44,47,0,25-45,3.850147602,3.784189634,11.09248884
Sydney,Powell,5385 Sony Hill Circle,Victoria,British Columbia,Canada,V8V,122-555-0119,6/8/1954,Partial High School,Manual,F,S,1,2,0,3,20936,43,39,0,25-45,3.663561646,3.761200116,9.949225444
Jasmine,Russell,6146 Schenone Court,Yakima,Washington,United States,98901,140-555-0118,11/19/1954,High School,Clerical,F,M,1,1,0,1,54477,43,52,0,25-45,3.951243719,3.761200116,10.90553387
Drew,Kumar,8852 Lacorso Dr.,Burlingame,California,United States,94010,776-555-0195,10/9/1954,High School,Clerical,M,M,1,1,0,1,46113,43,69,0,25-45,4.234106505,3.761200116,10.73885018
Wyatt,Adams,989 Crown Ct,Downey,California,United States,90241,989-555-0116,7/26/1954,High School,Clerical,M,M,1,1,0,1,43124,43,72,0,25-45,4.276666119,3.761200116,10.67183497
Kyle,Hayes,4376 Golf Club Road,Redwood City,California,United States,94063,107-555-0173,5/10/1954,Partial College,Clerical,M,M,1,1,0,1,48047,43,75,0,25-45,4.317488114,3.761200116,10.77993498
Gabrielle,Diaz,5816 Camacho,Cliffside,British Columbia,Canada,V8Y 1L1,914-555-0114,2/8/1955,Partial College,Clerical,F,M,1,1,0,1,37397,42,44,0,25-45,3.784189634,3.737669618,10.52934577
James,Baker,3442 Rolando Ave.,Lake Oswego,Oregon,United States,97034,436-555-0114,11/19/1955,Partial College,Clerical,M,M,1,1,0,1,50564,42,71,0,25-45,4.262679877,3.737669618,10.83099514
Connor,Hernandez,9340 Long Brook Way,Torrance,California,United States,90505,141-555-0193,10/7/1955,Partial College,Clerical,M,M,1,1,0,1,66800,42,80,0,25-45,4.382026635,3.737669618,11.10945836
Alexia,Flores,4683 Joseph Ave,Lemon Grove,California,United States,91945,632-555-0172,5/11/1955,Partial College,Clerical,F,M,1,1,0,1,47004,42,52,0,25-45,3.951243719,3.737669618,10.75798798
Hunter,Moore,4429 Deermeadow Way,Cliffside,British Columbia,Canada,V8Y 1L1,179-555-0116,7/3/1956,Partial College,Clerical,M,M,1,1,0,1,57521,41,74,0,25-45,4.304065093,3.713572067,10.95990538
Katelyn,Edwards,2614 Sandiago Drive,Lynnwood,Washington,United States,98036,996-555-0190,4/3/1956,Partial College,Clerical,F,M,1,1,0,1,44301,41,55,0,25-45,4.007333185,3.713572067,10.69876253
Rodney,Dominguez,1716 Rosewood Dr,Burlingame,California,United States,94010,155-555-0146,9/25/1956,Partial College,Clerical,M,M,1,1,0,1,61181,41,73,0,25-45,4.290459441,3.713572067,11.02159196
Rachel,Lewis,7590 Bayview Circle,Westminster,British Columbia,Canada,V3L 1H4,147-555-0139,10/24/1956,Partial College,Clerical,F,M,1,1,0,1,56464,41,47,0,25-45,3.850147602,3.713572067,10.94135855
Katherine,Richardson,4351 Shenandoah Dr.,National City,California,United States,91950,273-555-0114,7/23/1956,Partial College,Clerical,F,M,1,1,0,1,37360,41,49,0,25-45,3.891820298,3.713572067,10.52835589
Arianna,Diaz,9982 Climbing Dr,Bellflower,California,United States,90706,142-555-0189,9/24/1956,Partial College,Clerical,F,M,1,1,0,1,37567,41,47,0,25-45,3.850147602,3.713572067,10.53388128
Amanda,Morgan,683 Larch Ct.,San Gabriel,California,United States,91776,740-555-0139,3/4/1956,Partial College,Clerical,F,M,1,1,0,1,48888,41,45,0,25-45,3.80666249,3.713572067,10.79728725
Spencer,Powell,295 Halfmoon Court,Shawnee,British Columbia,Canada,V8Z 4N5,781-555-0161,5/2/1956,Partial College,Clerical,M,M,1,1,0,1,49512,41,69,0,25-45,4.234106505,3.713572067,10.80997034
Ricardo,Shen,3763 Anderson Way,Burien,Washington,United States,98168,519-555-0133,4/2/1956,Partial College,Clerical,M,M,1,1,0,1,53950,41,72,0,25-45,4.276666119,3.713572067,10.89581297
Robert,Washington,7276 Vista Diablo,Haney,British Columbia,Canada,V2W 1W2,838-555-0173,11/16/1956,Partial College,Clerical,M,M,1,1,0,1,42646,41,65,0,25-45,4.17438727,3.713572067,10.66068876
Morgan,Mitchell,2627 Holiday Hills Drive,Bremerton,Washington,United States,98312,971-555-0198,7/9/1956,Partial College,Clerical,F,M,1,1,0,1,30183,41,44,0,25-45,3.784189634,3.713572067,10.31503413
Benjamin,Bryant,717 Ridge Park Drive,Corvallis,Oregon,United States,97330,833-555-0113,9/22/1956,Partial College,Clerical,M,M,1,1,0,1,51487,41,68,0,25-45,4.219507705,3.713572067,10.84908463
Caitlin,Murphy,2318 Pleasant Circle,Royal Oak,British Columbia,Canada,V8X,377-555-0119,11/24/1957,Partial College,Clerical,F,M,1,1,0,1,57702,40,46,0,25-45,3.828641396,3.688879454,10.96304711
Shelby,Watson,2895 Churchill Dr,Westminster,British Columbia,Canada,V3L 1E7,725-555-0142,2/19/1957,Partial College,Clerical,F,M,1,1,0,1,51424,40,52,0,25-45,3.951243719,3.688879454,10.84786027
Emma,Taylor,5805 Virginia Lane,San Gabriel,California,United States,91776,967-555-0173,8/21/1957,Partial College,Clerical,F,M,1,1,0,1,43567,40,48,0,25-45,3.871201011,3.688879454,10.68205526
Chloe,Roberts,9843 Wilke Drive,Palo Alto,California,United States,94303,474-555-0192,10/18/1957,Partial College,Clerical,F,M,1,1,0,1,50626,40,51,0,25-45,3.931825633,3.688879454,10.83222056
Arianna,Gray,6065 Blue Cr,Burlingame,California,United States,94010,862-555-0181,8/18/1957,Partial College,Clerical,F,M,1,1,0,1,54030,40,51,0,25-45,3.931825633,3.688879454,10.89729473
Katherine,Howard,8796 Bayview Court,Woodburn,Oregon,United States,97071,137-555-0187,10/11/1957,Partial College,Clerical,F,M,1,1,0,1,51231,40,47,0,25-45,3.850147602,3.688879454,10.8441001
Paige,Washington,623 Lakespring Place,Sedro Woolley,Washington,United States,98284,756-555-0186,9/17/1958,Graduate Degree,Skilled Manual,F,S,1,0,0,4,108985,39,55,0,25-45,4.007333185,3.663561646,11.59896554
Adrian,Morgan,4246 Selena Court,Puyallup,Washington,United States,98371,473-555-0113,1/22/1958,Graduate Degree,Skilled Manual,M,M,1,0,0,4,133486,39,88,1,25-45,4.477336814,3.663561646,11.80175188
Mariah,Howard,5895 Orchid Ct,Issaquah,Washington,United States,98027,565-555-0115,11/6/1958,Graduate Degree,Skilled Manual,F,S,1,0,0,4,122486,39,52,0,25-45,3.951243719,3.663561646,11.71575202
Erik,Torres,9947 Buskirk Avenue,Concord,California,United States,94519,538-555-0130,10/26/1958,Graduate Degree,Skilled Manual,M,M,1,0,0,4,139441,39,90,0,25-45,4.49980967,3.663561646,11.84539685
Jason,Hill,2409 Harbor View Dr.,Spring Valley,California,United States,91977,172-555-0112,5/24/1959,Graduate Degree,Skilled Manual,M,M,1,0,0,4,109594,38,85,1,25-45,4.442651256,3.63758616,11.60453791
Sara,Watson,8679 Balboa Court,San Gabriel,California,United States,91776,514-555-0192,9/24/1959,Graduate Degree,Skilled Manual,F,S,0,0,0,4,90923,38,51,1,25-45,3.931825633,3.63758616,11.41776827
Paige,Perry,3359 Northwood Dr,Tacoma,Washington,United States,98403,636-555-0197,9/14/1959,Graduate Degree,Skilled Manual,F,S,0,0,0,4,70324,38,46,1,25-45,3.828641396,3.63758616,11.16086841
Andy,Blanco,"1, rue de la Centenaire",Lille,Nord,France,59000,1 (11) 500 555-0117,2/2/1968,Partial College,Manual,M,S,0,0,1,1,19988,29,73,0,25-45,4.290459441,3.36729583,9.902887372
Cynthia,Sai,"3, rue du Puits Dixme",Paris,Seine (Paris),France,75017,1 (11) 500 555-0115,12/17/1968,Partial College,Manual,F,M,1,1,1,1,26637,29,52,0,25-45,3.951243719,3.36729583,10.19005651
Ashley,Hughes,"68, avenue de l´ Union Centrale",Dunkerque,Nord,France,59140,1 (11) 500 555-0169,10/28/1968,Bachelors ,Clerical,F,M,1,0,0,1,49812,29,52,0,25-45,3.951243719,3.36729583,10.8160112
Juan,Rogers,"33, rue Henri Gagnon",Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0181,3/21/1968,Bachelors ,Clerical,M,M,1,0,0,1,67374,29,75,0,25-45,4.317488114,3.36729583,11.11801447
Chelsea,Martinez,Heideweg 5914,Berlin,Saarland,Germany,12171,1 (11) 500 555-0116,9/26/1968,Bachelors ,Clerical,F,M,1,0,0,1,58493,29,53,0,25-45,3.970291914,3.36729583,10.97666237
Roy,Patel,217 Ramsay Circle,London,England,United Kingdom,SW8 1XD,1 (11) 500 555-0139,3/21/1968,Bachelors ,Clerical,M,M,1,0,0,1,62820,29,73,1,25-45,4.290459441,3.36729583,11.04802877
Peter,Anand,7516 Laguna Street,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0117,10/3/1968,Bachelors ,Clerical,M,M,1,0,1,1,65092,29,91,0,25-45,4.510859507,3.36729583,11.08355693
Cindy,Sara,"47, impasse Ste-Madeleine",Bobigny,Seine Saint Denis,France,93000,1 (11) 500 555-0120,7/1/1968,Bachelors ,Clerical,F,S,0,0,1,1,52879,29,51,0,25-45,3.931825633,3.36729583,10.87576156
Andres,Pal,"363, rue Jean Mermoz",Paris,Seine (Paris),France,75019,1 (11) 500 555-0138,11/2/1968,Graduate Degree,Clerical,M,M,1,0,0,0,70703,29,79,0,25-45,4.369447852,3.36729583,11.16624328
Ronald,Patel,Am Karlshof 820,Grevenbroich,Bayern,Germany,41485,1 (11) 500 555-0139,1/18/1967,Partial College,Manual,M,M,1,1,1,1,23655,30,77,1,25-45,4.343805422,3.401197382,10.07132979
Jermaine,Sai,3949 Fillet Ave.,London,England,United Kingdom,E17 6JF,1 (11) 500 555-0113,3/24/1967,Bachelors ,Clerical,M,S,0,0,1,1,61615,30,80,1,25-45,4.382026635,3.401197382,11.02866063
Rafael,Liang,Hellweg 4924,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0115,6/11/1967,Bachelors ,Clerical,M,S,0,0,1,1,70263,30,82,1,25-45,4.406719247,3.401197382,11.16000062
Bryan,Sanchez,"906, boulevard Tremblay",Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0180,2/20/1967,Bachelors ,Clerical,M,S,0,1,1,1,72663,30,86,1,25-45,4.454347296,3.401197382,11.19358759
Brendan,Xu,1796 Hamlet,York,England,United Kingdom,Y03 4TN,1 (11) 500 555-0140,11/23/1966,Partial High School,Manual,M,S,1,1,4,4,17784,31,93,1,25-45,4.532599493,3.433987204,9.786054456
Mallory,Sanz,715 Pheasant Circle,London,England,United Kingdom,EC1R 0DU,1 (11) 500 555-0116,6/16/1966,High School,Manual,F,S,0,1,1,1,25480,31,48,0,25-45,3.871201011,3.433987204,10.14564911
Cory,Kapoor,Am Gallberg 24,Grevenbroich,Bayern,Germany,41485,1 (11) 500 555-0114,4/18/1967,Bachelors ,Clerical,M,M,1,0,0,0,51202,30,76,0,25-45,4.33073334,3.401197382,10.84353387
Emma,Patterson,1536 Camino Verde Ct.,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0196,7/27/1966,High School,Manual,F,S,1,0,2,2,19545,31,54,0,25-45,3.988984047,3.433987204,9.880474778
Whitney,Madan,"11, rue du Puits Dixme",Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0157,2/13/1966,Bachelors ,Clerical,F,S,0,1,1,1,50999,31,52,1,25-45,3.951243719,3.433987204,10.8395613
Lindsay,Pal,Alderstr 6246,Stuttgart,Saarland,Germany,70452,1 (11) 500 555-0146,8/12/1966,Bachelors ,Clerical,F,M,1,1,1,1,41667,31,52,0,25-45,3.951243719,3.433987204,10.63746473
Sebastian,Watson,"801, rue des Bouchers",Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0183,8/10/1965,Partial High School,Manual,M,S,1,2,3,5,17811,32,84,1,25-45,4.430816799,3.465735903,9.787571523
Samantha,Lewis,Heidestieg Straße 8664,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0195,12/8/1965,Partial High School,Manual,F,S,1,2,3,5,11511,32,57,0,25-45,4.043051268,3.465735903,9.351058379
Frederick,Vance,"1155, rue Ste-Honoré",Paris,Seine (Paris),France,75017,1 (11) 500 555-0120,9/4/1965,High School,Manual,M,S,1,1,2,2,19192,32,77,1,25-45,4.343805422,3.465735903,9.862248805
Alejandro,Chen,2837 Thissen Court,Bury,England,United Kingdom,PE17,1 (11) 500 555-0146,1/11/1965,High School,Manual,M,S,1,1,2,2,22500,32,84,1,25-45,4.430816799,3.465735903,10.02127059
Damien,Lal,"288, chaussée de Tournai",Paris,Seine (Paris),France,75010,1 (11) 500 555-0130,4/11/1965,Bachelors ,Skilled Manual,M,M,1,2,1,1,49437,32,84,1,25-45,4.430816799,3.465735903,10.80845441
Maria,Hernandez,644 North Ranchford,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0151,8/27/1964,Partial High School,Manual,F,S,1,2,2,3,14479,33,53,0,25-45,3.970291914,3.496507561,9.580454603
Katie,Rai,Hochstr 8444,Mühlheim,Hamburg,Germany,63151,1 (11) 500 555-0131,9/26/1964,Bachelors ,Skilled Manual,F,M,1,2,1,1,61026,33,57,1,25-45,4.043051268,3.496507561,11.01905528
Holly,Srini,Haberstr 19,Frankfurt am Main,Saarland,Germany,60061,1 (11) 500 555-0124,11/22/1964,Bachelors ,Skilled Manual,F,M,1,2,1,1,61081,33,58,0,25-45,4.060443011,3.496507561,11.01995613
Adrienne,Gill,7532 Erie Dr,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0151,6/14/1963,Partial High School,Manual,F,S,1,2,2,3,23421,34,55,1,25-45,4.007333185,3.526360525,10.06138833
Denise,Perez,"5, rue Malar",Paris,Seine (Paris),France,75007,1 (11) 500 555-0118,3/25/1963,Partial High School,Manual,F,S,1,2,2,3,23776,34,55,0,25-45,4.007333185,3.526360525,10.07643195
Jorge,Xu,3469 Gill Ct.,Oxford,England,United Kingdom,OX14 4SE,1 (11) 500 555-0159,3/3/1963,High School,Manual,M,M,0,1,3,3,21199,34,98,1,25-45,4.584967479,3.526360525,9.96170929
Krista,Romero,Zeiter Weg 9922,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0113,4/11/1963,High School,Manual,F,S,1,0,4,4,16490,34,69,1,25-45,4.234106505,3.526360525,9.710509416
Lacey,Shan,"421, rue Léo Delibes",Paris,Seine (Paris),France,75016,1 (11) 500 555-0184,6/1/1963,High School,Manual,F,S,1,1,4,4,22704,34,69,1,25-45,4.234106505,3.526360525,10.0302964
Clayton,Liang,7899 E St.,Lancaster,England,United Kingdom,LA1 1LN,1 (11) 500 555-0131,10/6/1966,Bachelors ,Professional,M,M,1,0,0,0,72135,31,79,0,25-45,4.369447852,3.433987204,11.18629464
Leonard,Pal,"906, rue de l´Avenir",Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0147,11/15/1965,Partial College,Clerical,M,S,1,1,2,2,57659,32,93,1,25-45,4.532599493,3.465735903,10.96230163
Jaclyn,Yang,Winter der Böck 2550,München,Nordrhein-Westfalen,Germany,80074,1 (11) 500 555-0196,4/16/1965,Bachelors ,Skilled Manual,F,M,1,0,0,1,54684,32,51,1,25-45,3.931825633,3.465735903,10.90932644
Justin,Jai,Zollhof 7266,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0180,10/13/1965,Bachelors ,Skilled Manual,M,M,1,0,0,1,51965,32,71,0,25-45,4.262679877,3.465735903,10.85832569
Sydney,Perry,7307 Corte Segundo,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0169,3/23/1965,Bachelors ,Skilled Manual,F,M,1,0,0,1,41760,32,47,0,25-45,3.850147602,3.465735903,10.63969422
Damien,Shen,2557 Meadowbrook Dr.,Oxford,England,United Kingdom,OX1,1 (11) 500 555-0116,6/3/1965,Bachelors ,Skilled Manual,M,M,1,0,0,1,59430,32,77,0,25-45,4.343805422,3.465735903,10.99255443
Edwin,Zhou,"55, rue de la Cavalerie",Saint Ouen,Charente-Maritime,France,17490,1 (11) 500 555-0186,7/9/1964,Partial College,Clerical,M,M,0,2,2,2,55014,33,100,1,25-45,4.605170186,3.496507561,10.91534298
Derrick,Vazquez,"18, rue Henri Gagnon",Saint Ouen,Somme,France,80610,1 (11) 500 555-0129,5/5/1964,Partial College,Clerical,M,S,1,2,2,2,74663,33,102,1,25-45,4.624972813,3.496507561,11.22073993
Bridget,Xu,Holzstr 7333,Berlin,Saarland,Germany,12311,1 (11) 500 555-0177,5/15/1964,Partial College,Clerical,F,S,1,2,2,2,43427,33,59,1,25-45,4.077537444,3.496507561,10.67883665
Troy,Patel,9443 Lacanda Ct.,London,England,United Kingdom,SW1P 2NU,1 (11) 500 555-0153,7/6/1964,Bachelors ,Skilled Manual,M,M,1,0,0,1,45400,33,67,1,25-45,4.204692619,3.496507561,10.72326738
Julio,Vazquez,Altendorfer Straße 930,Dresden,Hessen,Germany,1071,1 (11) 500 555-0128,4/6/1963,Partial College,Clerical,M,S,1,0,3,3,54561,34,101,1,25-45,4.615120517,3.526360525,10.90707462
Bruce,Chandra,8446 Whyte Park Ave,Maidenhead,England,United Kingdom,SL67RJ,1 (11) 500 555-0119,3/2/1977,High School,Manual,M,M,0,1,0,0,13194,20,58,0,Under 25,4.060443011,2.995732274,9.48751746
Susan,Zhu,"10, rue Pierre-Demoulin",Orleans,Loiret,France,45000,1 (11) 500 555-0146,1/24/1979,High School,Manual,F,M,0,2,4,4,36158,18,68,0,Under 25,4.219507705,2.890371758,10.4956535
Cristina,Deng,Werftstr 878787,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0123,10/5/1979,Partial College,Clerical,F,S,1,1,3,3,38664,18,58,1,Under 25,4.060443011,2.890371758,10.56266421
Alicia,Jai,Postfach 66 11 66,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0153,7/22/1979,Partial College,Clerical,F,S,1,1,3,3,32837,18,56,1,Under 25,4.025351691,2.890371758,10.39931121
K.,Saravan,3272 Ryan Court,London,England,United Kingdom,SW1P 2NU,156-555-0100,7/2/1979,Partial College,Clerical,M,S,1,2,3,3,49096,18,96,1,Under 25,4.564348191,2.890371758,10.80153284
Dalton,Scott,4629 Candle Dr,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0190,7/3/1963,Bachelors ,Skilled Manual,M,M,1,0,0,1,56355,34,74,1,25-45,4.304065093,3.526360525,10.93942625
Randy,Hu,"54, avenue du Port",Orleans,Loiret,France,45000,1 (11) 500 555-0111,6/11/1962,Bachelors ,Skilled Manual,M,M,1,1,0,1,61051,35,78,0,25-45,4.356708827,3.555348061,11.01946486
Stacy,Carlson,"6, route de Marseille",Paris,Seine (Paris),France,75010,1 (11) 500 555-0173,2/18/1978,Partial College,Clerical,F,S,1,2,3,3,55218,19,66,0,Under 25,4.189654742,2.944438979,10.91904427
Jamie,Ortega,Kappellweg 242,München,Hessen,Germany,80074,1 (11) 500 555-0133,4/1/1978,Partial College,Clerical,M,S,1,1,4,4,60501,19,110,1,Under 25,4.700480366,2.944438979,11.01041517
Michele,Garcia,Unter Linden 244,Sulzbach Taunus,Saarland,Germany,66272,1 (11) 500 555-0143,9/3/1978,Partial College,Clerical,F,S,1,2,4,4,43883,19,71,1,Under 25,4.262679877,2.944438979,10.68928228
April,Raji,4510 Terry Lynn Lane,London,England,United Kingdom,W1X3SE,1 (11) 500 555-0114,3/8/1978,Partial College,Clerical,F,S,1,3,4,4,53103,19,74,1,Under 25,4.304065093,2.944438979,10.8799887
